period,subba,subba-name,parent,parent-name,value,value-units
2024-12-20T18,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19256,megawatthours
2024-12-20T17,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19351,megawatthours
2024-12-20T16,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19436,megawatthours
2024-12-20T15,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19288,megawatthours
2024-12-20T14,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19086,megawatthours
2024-12-20T13,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18440,megawatthours
2024-12-20T12,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17255,megawatthours
2024-12-20T11,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16383,megawatthours
2024-12-20T10,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17197,megawatthours
2024-12-20T09,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17506,megawatthours
2024-12-20T08,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17627,megawatthours
2024-12-20T07,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17396,megawatthours
2024-12-20T06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17768,megawatthours
2024-12-20T05,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18343,megawatthours
2024-12-20T04,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18714,megawatthours
2024-12-20T03,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19249,megawatthours
2024-12-20T02,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19825,megawatthours
2024-12-20T01,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20247,megawatthours
2024-12-20T00,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20486,megawatthours
2024-12-19T23,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20296,megawatthours
2024-12-19T22,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19687,megawatthours
2024-12-19T21,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19712,megawatthours
2024-12-19T20,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19941,megawatthours
2024-12-19T19,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20094,megawatthours
2024-12-19T18,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20110,megawatthours
2024-12-19T17,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20101,megawatthours
2024-12-19T16,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20084,megawatthours
2024-12-19T15,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19982,megawatthours
2024-12-19T14,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19775,megawatthours
2024-12-19T13,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19055,megawatthours
2024-12-19T12,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17725,megawatthours
2024-12-19T11,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16717,megawatthours
2024-12-19T10,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17697,megawatthours
2024-12-19T09,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17656,megawatthours
2024-12-19T08,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17626,megawatthours
2024-12-19T07,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17700,megawatthours
2024-12-19T06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17672,megawatthours
2024-12-19T05,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18067,megawatthours
2024-12-19T04,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18553,megawatthours
2024-12-19T03,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19254,megawatthours
2024-12-19T02,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19790,megawatthours
2024-12-19T01,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20141,megawatthours
2024-12-19T00,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20367,megawatthours
2024-12-18T23,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20194,megawatthours
2024-12-18T22,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19593,megawatthours
2024-12-18T21,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19534,megawatthours
2024-12-18T20,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19678,megawatthours
2024-12-18T19,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19808,megawatthours
2024-12-18T18,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19632,megawatthours
2024-12-18T17,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19665,megawatthours
2024-12-18T16,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19651,megawatthours
2024-12-18T15,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19502,megawatthours
2024-12-18T14,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19346,megawatthours
2024-12-18T13,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18648,megawatthours
2024-12-18T12,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17314,megawatthours
2024-12-18T11,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16208,megawatthours
2024-12-18T10,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16671,megawatthours
2024-12-18T09,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16864,megawatthours
2024-12-18T08,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16960,megawatthours
2024-12-18T07,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17284,megawatthours
2024-12-18T06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17184,megawatthours
2024-12-18T05,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17727,megawatthours
2024-12-18T04,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18223,megawatthours
2024-12-18T03,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18763,megawatthours
2024-12-18T02,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19389,megawatthours
2024-12-18T01,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19738,megawatthours
2024-12-18T00,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19980,megawatthours
2024-12-17T23,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19881,megawatthours
2024-12-17T22,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19258,megawatthours
2024-12-17T21,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19244,megawatthours
2024-12-17T20,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19392,megawatthours
2024-12-17T19,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19481,megawatthours
2024-12-17T18,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19498,megawatthours
2024-12-17T17,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19444,megawatthours
2024-12-17T16,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19358,megawatthours
2024-12-17T15,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19286,megawatthours
2024-12-17T14,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19118,megawatthours
2024-12-17T13,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18418,megawatthours
2024-12-17T12,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17078,megawatthours
2024-12-17T11,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15871,megawatthours
2024-12-17T10,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16198,megawatthours
2024-12-17T09,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16216,megawatthours
2024-12-17T08,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16319,megawatthours
2024-12-17T07,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16622,megawatthours
2024-12-17T06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16914,megawatthours
2024-12-17T05,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17359,megawatthours
2024-12-17T04,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17862,megawatthours
2024-12-17T03,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18343,megawatthours
2024-12-17T02,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18913,megawatthours
2024-12-17T01,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19276,megawatthours
2024-12-17T00,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19554,megawatthours
2024-12-16T23,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19430,megawatthours
2024-12-16T22,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18883,megawatthours
2024-12-16T21,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18932,megawatthours
2024-12-16T20,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19185,megawatthours
2024-12-16T19,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19295,megawatthours
2024-12-16T18,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19338,megawatthours
2024-12-16T17,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19356,megawatthours
2024-12-16T16,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19226,megawatthours
2024-12-16T15,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19017,megawatthours
2024-12-16T14,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18803,megawatthours
2024-12-16T13,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18043,megawatthours
2024-12-16T12,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16633,megawatthours
2024-12-16T11,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15448,megawatthours
2024-12-16T10,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15722,megawatthours
2024-12-16T09,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15698,megawatthours
2024-12-16T08,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15771,megawatthours
2024-12-16T07,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15934,megawatthours
2024-12-16T06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15952,megawatthours
2024-12-16T05,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16271,megawatthours
2024-12-16T04,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16975,megawatthours
2024-12-16T03,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17364,megawatthours
2024-12-16T02,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17855,megawatthours
2024-12-16T01,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18127,megawatthours
2024-12-16T00,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18354,megawatthours
2024-12-15T23,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18125,megawatthours
2024-12-15T22,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17415,megawatthours
2024-12-15T21,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17200,megawatthours
2024-12-15T20,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17232,megawatthours
2024-12-15T19,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17233,megawatthours
2024-12-15T18,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17197,megawatthours
2024-12-15T17,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17026,megawatthours
2024-12-15T16,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16770,megawatthours
2024-12-15T15,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16393,megawatthours
2024-12-15T14,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15962,megawatthours
2024-12-15T13,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15426,megawatthours
2024-12-15T12,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",14991,megawatthours
2024-12-15T11,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15642,megawatthours
2024-12-15T10,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15696,megawatthours
2024-12-15T09,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15755,megawatthours
2024-12-15T08,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",15949,megawatthours
2024-12-15T07,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16291,megawatthours
2024-12-15T06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16799,megawatthours
2024-12-15T05,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17480,megawatthours
2024-12-15T04,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17525,megawatthours
2024-12-15T03,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17709,megawatthours
2024-12-15T02,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18159,megawatthours
2024-12-15T01,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18504,megawatthours
2024-12-15T00,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18786,megawatthours
2024-12-14T23,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18644,megawatthours
2024-12-14T22,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17915,megawatthours
2024-12-14T21,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18253,megawatthours
2024-12-14T20,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18384,megawatthours
2024-12-14T19,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18539,megawatthours
2024-12-14T18,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18537,megawatthours
2024-12-14T17,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18344,megawatthours
2024-12-14T16,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18286,megawatthours
2024-12-14T15,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18180,megawatthours
2024-12-14T14,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17789,megawatthours
2024-12-14T13,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17286,megawatthours
2024-12-14T12,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16718,megawatthours
2024-12-14T11,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16270,megawatthours
2024-12-14T10,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16797,megawatthours
2024-12-14T09,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16928,megawatthours
2024-12-14T08,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17127,megawatthours
2024-12-14T07,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17441,megawatthours
2024-12-14T06,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17998,megawatthours
2024-12-14T05,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18432,megawatthours
2024-12-14T04,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19159,megawatthours
2024-12-14T03,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19501,megawatthours
2024-12-14T02,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20039,megawatthours
2024-12-14T01,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20414,megawatthours
2024-12-14T00,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20720,megawatthours
2024-12-13T23,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20440,megawatthours
2024-12-13T22,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19625,megawatthours
2024-12-13T21,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19397,megawatthours
2024-12-13T20,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19600,megawatthours
2024-12-13T19,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",19883,megawatthours
2024-12-13T18,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20158,megawatthours
2024-12-13T17,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20494,megawatthours
2024-12-13T16,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20751,megawatthours
2024-12-13T15,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20890,megawatthours
2024-12-13T14,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20700,megawatthours
2024-12-13T13,0027,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",20062,megawatthours
